release_date;movie;production_budget;domestic_gross;worldwide_gross;distributor;mpaa_rating;genre;profit_ratio;decade
2003-08-08;S.W.A.T.;70000000;116877597;207154748;Sony Pictures;PG-13;Action;2,95935354285714e+00;2000
1990-07-03;Die Hard 2;70000000;117323878;239814025;20th Century Fox;R;Action;3,42591464285714e+00;1990
1991-12-11;Hook;70000000;119654823;300854823;Sony Pictures;PG;Adventure;4,29792604285714e+00;1990
2009-08-21;Inglourious Basterds;70000000;120774594;316915264;Other;R;Action;4,52736091428571e+00;2000
1996-11-08;Ransom;70000000;136492681;308700000;Other;R;Action;4,41000000000000e+00;1990
2002-08-09;xXx;70000000;141930000;267200000;Sony Pictures;PG-13;Action;3,81714285714286e+00;2000
1988-06-22;Who Framed Roger Rabbit?;70000000;154112492;351500000;Other;PG;Adventure;5,02142857142857e+00;1980
2006-06-09;Cars;70000000;244082982;461651246;Other;G;Adventure;6,59501780000000e+00;2000
2004-05-19;Shrek 2;70000000;441226247;937008132;Other;PG;Adventure;1,33858304571429e+01;2000
1998-06-26;Doctor Dolittle;71500000;144156605;294156605;20th Century Fox;PG-13;Adventure;4,11407839160839e+00;1990
2004-06-25;Two Brothers;72000000;19176754;62176754;Universal;PG;Drama;8,63566027777778e-01;2000
2001-12-21;The Majestic;72000000;27796042;37306334;Warner Bros.;PG;Drama;5,18143527777778e-01;2000
2001-04-27;Driven;72000000;32616869;54616869;Warner Bros.;PG-13;Action;7,58567625000000e-01;2000
2005-11-04;Jarhead;72000000;62647540;96947540;Universal;R;Drama;1,34649361111111e+00;2000
1995-05-24;Braveheart;72000000;75545647;209045244;Paramount Pictures;R;Drama;2,90340616666667e+00;1990
2001-06-22;Dr. Dolittle 2;72000000;112950721;176101721;20th Century Fox;PG;Adventure;2,44585723611111e+00;2000
2007-09-28;The Kingdom;72500000;47467250;86509602;Universal;R;Action;1,19323588965517e+00;2000
2009-07-31;Funny People;72500000;51855045;71880305;Universal;R;Comedy;9,91452482758621e-01;2000
2008-02-08;Fool's Gold;72500000;70231041;109362966;Warner Bros.;PG-13;Adventure;1,50845470344828e+00;2000
2007-07-27;The Simpsons Movie;72500000;183135014;527071022;20th Century Fox;PG-13;Adventure;7,26994513103448e+00;2000
1998-02-13;Sphere;73000000;37068294;50168294;Warner Bros.;PG-13;Horror;6,87236904109589e-01;1990
2016-05-20;The Angry Birds Movie;73000000;107509366;352829528;Sony Pictures;PG;Adventure;4,83328120547945e+00;2010
2015-07-10;Minions;74000000;336045770;1162781621;Universal;PG;Adventure;1,57132651486486e+01;2010
2001-02-23;Monkeybone;75000000;5409517;5409517;20th Century Fox;PG-13;Comedy;7,21268933333333e-02;2000
1999-01-15;Virus;75000000;14010690;30626690;Universal;R;Action;4,08355866666667e-01;1990
1998-10-23;Soldier;75000000;14623082;14623082;Warner Bros.;R;Action;1,94974426666667e-01;1990
2004-12-17;Flight of the Phoenix;75000000;21009180;34009180;20th Century Fox;PG-13;Adventure;4,53455733333333e-01;2000
2000-06-16;Titan A.E.;75000000;22751979;36751979;20th Century Fox;PG;Adventure;4,90026386666667e-01;2000
2003-06-13;Hollywood Homicide;75000000;30207785;50409753;Sony Pictures;PG-13;Action;6,72130040000000e-01;2000
2005-03-11;Hostage;75000000;34636443;77636443;Other;R;Action;1,03515257333333e+00;2000
2011-03-25;Sucker Punch;75000000;36392502;89758389;Warner Bros.;PG-13;Action;1,19677852000000e+00;2010
1995-07-07;First Knight;75000000;37361412;127361412;Sony Pictures;PG-13;Drama;1,69815216000000e+00;1990
1999-12-17;Anna and the King;75000000;39251128;39251128;20th Century Fox;PG-13;Drama;5,23348373333333e-01;1990
2004-12-17;Spanglish;75000000;42044321;54344321;Sony Pictures;PG-13;Comedy;7,24590946666667e-01;2000
2006-07-21;Lady in the Water;75000000;42285169;72785169;Warner Bros.;PG-13;Drama;9,70468920000000e-01;2000
2003-03-07;Tears of the Sun;75000000;43632458;85632458;Sony Pictures;R;Action;1,14176610666667e+00;2000
2015-08-14;The Man From U.N.C.L.E.;75000000;45445109;105445109;Warner Bros.;PG-13;Action;1,40593478666667e+00;2010
2010-06-04;Killers;75000000;47059963;95572749;Other;PG-13;Action;1,27430332000000e+00;2010
2005-12-23;Munich;75000000;47379090;131492772;Universal;R;Drama;1,75323696000000e+00;2000
2005-03-04;Be Cool;75000000;55849401;94944017;Other;PG-13;Comedy;1,26592022666667e+00;2000
2007-12-21;Charlie Wilson's War;75000000;66661095;119512771;Universal;R;Drama;1,59350361333333e+00;2000
2000-12-08;Vertical Limit;75000000;68473360;213500000;Sony Pictures;PG-13;Action;2,84666666666667e+00;2000
2006-07-21;Monster House;75000000;73661010;141267370;Sony Pictures;PG;Adventure;1,88356493333333e+00;2000
2005-02-18;Constantine;75000000;75976178;221594911;Warner Bros.;R;Action;2,95459881333333e+00;2000
2004-06-18;The Terminal;75000000;77073959;218673959;Other;PG-13;Drama;2,91565278666667e+00;2000
2011-11-11;Immortals;75000000;83504017;211562435;Other;R;Action;2,82083246666667e+00;2010
1999-07-23;Inspector Gadget;75000000;97387965;97387965;Other;PG;Adventure;1,29850620000000e+00;1990
1996-06-07;The Rock;75000000;134069511;336069511;Other;R;Action;4,48092681333333e+00;1990
2008-06-27;Wanted;75000000;134508551;342416460;Universal;R;Action;4,56555280000000e+00;2000
2000-07-14;X-Men;75000000;157299717;296872367;20th Century Fox;PG-13;Action;3,95829822666667e+00;2000
2004-10-01;Shark Tale;75000000;161412000;371917043;Other;PG;Adventure;4,95889390666667e+00;2000
2010-06-25;Grown Ups;75000000;162001186;272223430;Sony Pictures;PG-13;Comedy;3,62964573333333e+00;2010
2005-05-27;Madagascar;75000000;193595521;556559566;Other;PG;Adventure;7,42079421333333e+00;2000
2006-03-31;Ice Age: The Meltdown;75000000;195330621;651899282;20th Century Fox;PG;Adventure;8,69199042666667e+00;2000
1997-05-22;The Lost World: Jurassic Park;75000000;229086679;618638999;Universal;PG-13;Action;8,24851998666667e+00;1990
2017-06-30;Despicable Me 3;75000000;264624300;1034520868;Universal;PG;Adventure;1,37936115733333e+01;2010
2016-12-21;Sing;75000000;270329045;634547945;Universal;PG;Adventure;8,46063926666667e+00;2010
1996-07-02;Independence Day;75000000;306169255;817400878;20th Century Fox;PG-13;Adventure;1,08986783733333e+01;1990
2016-07-08;The Secret Life of Pets;75000000;368384330;886767422;Universal;PG;Adventure;1,18235656266667e+01;2010
2003-06-06;2 Fast 2 Furious;76000000;127120058;236410607;Universal;PG-13;Action;3,11066588157895e+00;2000
2013-07-03;Despicable Me 2;76000000;368065385;975216835;Universal;PG;Adventure;1,28318004605263e+01;2010
2016-02-12;The Little Prince;77500000;1311213;102029819;Other;PG;Adventure;1,31651379354839e+00;2010
2004-08-20;Exorcist: The Beginning;78000000;41814863;43957541;Warner Bros.;R;Horror;5,63558217948718e-01;2000
2013-09-27;Cloudy with a Chance of Meatballs 2;78000000;119793567;274392649;Sony Pictures;PG;Adventure;3,51785447435897e+00;2010
2001-12-21;A Beautiful Mind;78000000;170708996;317668058;Universal;PG-13;Drama;4,07266741025641e+00;2000
2011-11-11;Jack and Jill;79000000;74158157;150519217;Sony Pictures;PG;Comedy;1,90530654430380e+00;2010
2012-02-10;Journey 2: The Mysterious Island;79000000;103860290;318146162;Warner Bros.;PG;Adventure;4,02716660759494e+00;2010
1994-06-15;The Lion King;79300000;421785283;986332275;Other;G;Adventure;1,24379858133670e+01;1990
2005-09-02;A Sound of Thunder;80000000;1900451;6300451;Warner Bros.;PG-13;Action;7,87556375000000e-02;2000
2007-01-12;Arthur et les Minimoys;80000000;15132763;113325743;Other;PG;Adventure;1,41657178750000e+00;2000
2000-11-10;Red Planet;80000000;17480890;33463969;Warner Bros.;PG-13;Action;4,18299612500000e-01;2000
1997-12-25;The Postman;80000000;17650704;20841123;Warner Bros.;R;Action;2,60514037500000e-01;1990
1998-11-25;Babe: Pig in the City;80000000;18319860;69131860;Universal;G;Adventure;8,64148250000000e-01;1990
2003-11-26;Timeline;80000000;19480739;26703184;Paramount Pictures;PG-13;Adventure;3,33789800000000e-01;2000
2003-11-14;Looney Tunes: Back in Action;80000000;20950820;54540662;Warner Bros.;PG;Adventure;6,81758275000000e-01;2000
2014-02-21;Pompeii;80000000;23169033;108469033;Sony Pictures;PG-13;Drama;1,35586291250000e+00;2010
2015-10-23;The Last Witch Hunter;80000000;27367660;131437876;Other;PG-13;Action;1,64297345000000e+00;2010
1996-12-06;Daylight;80000000;32908290;158908290;Universal;PG-13;Action;1,98635362500000e+00;1990
2000-12-22;Thirteen Days;80000000;34566746;66554547;Other;PG-13;Drama;8,31931837500000e-01;2000
2013-12-20;Walking with Dinosaurs;80000000;36076121;123386322;20th Century Fox;PG;Adventure;1,54232902500000e+00;2010
2006-04-14;The Wild;80000000;37384046;99010667;Other;G;Adventure;1,23763333750000e+00;2000
1996-12-13;Mars Attacks!;80000000;37771017;101371017;Warner Bros.;PG-13;Comedy;1,26713771250000e+00;1990
2005-08-26;The Brothers Grimm;80000000;37899638;105299638;Other;PG-13;Adventure;1,31624547500000e+00;2000
2001-06-08;Evolution;80000000;38311134;98341932;Other;PG-13;Comedy;1,22927415000000e+00;2000
2009-09-25;Surrogates;80000000;38577772;119668350;Other;PG-13;Action;1,49585437500000e+00;2000
2000-11-10;Little Nicky;80000000;39442871;58270391;Other;PG-13;Comedy;7,28379887500000e-01;2000
2005-10-28;The Legend of Zorro;80000000;45575336;141475336;Sony Pictures;PG;Adventure;1,76844170000000e+00;2000
1998-12-25;Mighty Joe Young;80000000;50632037;50632037;Other;PG;Adventure;6,32900462500000e-01;1990
1998-10-02;What Dreams May Come;80000000;55485043;71485043;Other;PG-13;Drama;8,93563037500000e-01;1990
2002-03-08;The Time Machine;80000000;56684819;98983590;Other;PG-13;Adventure;1,23729487500000e+00;2000
2005-06-24;Bewitched;80000000;63313159;131159306;Sony Pictures;PG-13;Comedy;1,63949132500000e+00;2000
1998-04-03;Lost In Space;80000000;69117629;136047317;Other;PG-13;Adventure;1,70059146250000e+00;1990
2001-06-08;Swordfish;80000000;69772969;147080413;Warner Bros.;R;Action;1,83850516250000e+00;2000
2002-05-24;Spirit: Stallion of the Cimarron;80000000;73215310;106515310;Other;G;Adventure;1,33144137500000e+00;2000
2008-12-12;The Day the Earth Stood Still;80000000;79366978;233066978;20th Century Fox;PG-13;Adventure;2,91333722500000e+00;2000
2006-02-10;The Pink Panther;80000000;82226474;158926474;Sony Pictures;PG;Adventure;1,98658092500000e+00;2000
2014-10-17;Fury;80000000;85817906;210315681;Sony Pictures;R;Drama;2,62894601250000e+00;2010
1996-11-15;Space Jam;80000000;90463534;250200000;Warner Bros.;PG;Adventure;3,12750000000000e+00;1990
1999-07-23;The Haunting;80000000;91188905;180188905;Other;PG-13;Horror;2,25236131250000e+00;1990
1997-11-26;Flubber;80000000;92993801;177993801;Other;PG;Comedy;2,22492251250000e+00;1990
2010-01-15;The Book of Eli;80000000;94835059;158750817;Warner Bros.;R;Action;1,98438521250000e+00;2010
2003-12-25;Cold Mountain;80000000;95632614;165173909;Other;R;Drama;2,06467386250000e+00;2000
2010-12-17;Yogi Bear;80000000;100246011;204774690;Warner Bros.;PG;Adventure;2,55968362500000e+00;2010
1997-06-06;Con Air;80000000;101117573;224117573;Other;R;Action;2,80146966250000e+00;1990
2003-02-14;Daredevil;80000000;102543518;182782518;20th Century Fox;PG-13;Action;2,28478147500000e+00;2000
2002-07-12;Road to Perdition;80000000;104054514;183354514;Other;R;Drama;2,29193142500000e+00;2000
2008-12-25;Bedtime Stories;80000000;110101975;221468935;Other;PG;Adventure;2,76836168750000e+00;2000
1997-06-27;Face/Off;80000000;112276146;241200000;Paramount Pictures;R;Action;3,01500000000000e+00;1990
2008-11-26;Four Christmases;80000000;120146040;168311558;Warner Bros.;PG-13;Comedy;2,10389447500000e+00;2000
2005-03-11;Robots;80000000;128200012;260700012;20th Century Fox;PG;Adventure;3,25875015000000e+00;2000
2008-06-20;Get Smart;80000000;130319208;226739416;Warner Bros.;PG-13;Comedy;2,83424270000000e+00;2000
2013-07-12;Grown Ups 2;80000000;133668525;247023808;Sony Pictures;PG-13;Comedy;3,08779760000000e+00;2010
1998-05-08;Deep Impact;80000000;140464664;349464664;Paramount Pictures;PG-13;Adventure;4,36830830000000e+00;1990
2002-06-21;Lilo & Stitch;80000000;145771527;245800000;Other;PG;Adventure;3,07250000000000e+00;2000
2006-05-19;Over the Hedge;80000000;155019340;343397247;Paramount Pictures;PG;Adventure;4,29246558750000e+00;2000
1999-05-07;The Mummy;80000000;155385488;416385488;Universal;PG-13;Adventure;5,20481860000000e+00;1990
1992-06-18;Batman Returns;80000000;162833635;266824291;Warner Bros.;PG-13;Action;3,33530363750000e+00;1990
2015-09-25;Hotel Transylvania 2;80000000;169700110;469500298;Sony Pictures;PG;Adventure;5,86875372500000e+00;2010
2017-02-10;The Lego Batman Movie;80000000;175750384;310692896;Warner Bros.;PG;Adventure;3,88366120000000e+00;2010
1996-05-21;Mission: Impossible;80000000;180981886;457697994;Paramount Pictures;PG-13;Action;5,72122492500000e+00;1990
2011-05-26;The Hangover Part II;80000000;254464305;586464305;Warner Bros.;R;Comedy;7,33080381250000e+00;2010
2003-05-23;Bruce Almighty;81000000;242704995;484468608;Universal;PG-13;Comedy;5,98109392592593e+00;2000
2000-11-17;The 6th Day;82000000;34543701;96024898;Sony Pictures;PG-13;Action;1,17103534146341e+00;2000
2010-08-13;The Expendables;82000000;103068524;268268174;Other;R;Action;3,27156309756098e+00;2010
2005-05-27;The Longest Yard;82000000;158119460;191558505;Paramount Pictures;PG-13;Comedy;2,33607932926829e+00;2000
2008-07-11;Hellboy II: The Golden Army;82500000;75986503;160388063;Universal;PG-13;Action;1,94409773333333e+00;2000
2008-02-14;Jumper;82500000;80172128;222640812;20th Century Fox;PG-13;Adventure;2,69867650909091e+00;2000
2006-12-15;Charlotte's Web;82500000;82985708;143985708;Paramount Pictures;G;Drama;1,74528130909091e+00;2000
2006-06-23;Click;82500000;137355633;237685089;Sony Pictures;PG-13;Comedy;2,88103138181818e+00;2000
2013-07-19;RED 2;84000000;53262560;141507355;Other;PG-13;Action;1,68461136904762e+00;2010
2000-07-28;Nutty Professor II: The Klumps;84000000;123307945;166307945;Universal;PG-13;Comedy;1,97985648809524e+00;2000
2002-06-14;Scooby-Doo;84000000;153294164;276294164;Warner Bros.;PG;Adventure;3,28921623809524e+00;2000
1997-05-09;Father's Day;85000000;28681080;35681080;Warner Bros.;PG-13;Comedy;4,19777411764706e-01;1990
2003-03-28;The Core;85000000;31111260;74132631;Paramount Pictures;PG-13;Action;8,72148600000000e-01;2000
2010-08-13;Scott Pilgrim vs. The World;85000000;31611316;48056764;Universal;PG-13;Comedy;5,65373694117647e-01;2010
1995-06-30;Judge Dredd;85000000;34687912;113487912;Other;R;Action;1,33515190588235e+00;1990
2002-03-15;Showtime;85000000;37948765;78948765;Warner Bros.;PG-13;Comedy;9,28809000000000e-01;2000
2002-02-08;Collateral Damage;85000000;40048332;78353508;Warner Bros.;R;Action;9,21805976470588e-01;2000
1998-11-13;Meet Joe Black;85000000;44650003;44650003;Universal;PG-13;Drama;5,25294152941176e-01;1990
2017-01-20;xXx: Return of Xander Cage;85000000;44898413;345044476;Paramount Pictures;PG-13;Action;4,05934677647059e+00;2010
2011-11-23;Arthur Christmas;85000000;46462469;149717124;Sony Pictures;PG;Adventure;1,76137792941176e+00;2010
2003-09-26;The Rundown;85000000;47641743;80831893;Universal;PG-13;Action;9,50963447058824e-01;2000
1993-06-18;Last Action Hero;85000000;50016394;137298489;Sony Pictures;PG-13;Action;1,61527634117647e+00;1990
2001-03-16;Enemy at the Gates;85000000;51396781;96971293;Paramount Pictures;R;Drama;1,14083874117647e+00;2000
2005-12-09;Memoirs of a Geisha;85000000;57010853;161510853;Sony Pictures;PG-13;Drama;1,90012768235294e+00;2000
2012-03-30;Mirror Mirror;85000000;64935167;173613482;Other;PG;Adventure;2,04251155294118e+00;2010
2000-11-22;102 Dalmatians;85000000;66941559;66941559;Other;G;Adventure;7,87547752941177e-01;2000
2011-11-04;Tower Heist;85000000;78046570;150422946;Universal;PG-13;Comedy;1,76968171764706e+00;2010
2006-09-29;Open Season;85000000;85105259;191932158;Sony Pictures;PG;Adventure;2,25802538823529e+00;2000
1998-11-20;Enemy of the State;85000000;111549836;250649836;Other;R;Action;2,94882160000000e+00;1990
2007-06-08;Ocean's Thirteen;85000000;117144465;311744465;Warner Bros.;PG-13;Adventure;3,66758194117647e+00;2000
2007-07-20;I Now Pronounce You Chuck and Larry;85000000;119725280;185708462;Universal;PG-13;Comedy;2,18480543529412e+00;2000
2012-09-28;Hotel Transylvania;85000000;148313048;378505812;Sony Pictures;PG;Adventure;4,45300955294118e+00;2010
2014-03-21;Divergent;85000000;150947895;276014965;Other;PG-13;Adventure;3,24723488235294e+00;2010
2008-03-14;Horton Hears a Who;85000000;154529439;299477886;20th Century Fox;G;Adventure;3,52326924705882e+00;2000
2009-04-03;Fast & Furious;85000000;155064265;363064265;Universal;PG-13;Action;4,27134429411765e+00;2000
1997-07-25;Air Force One;85000000;172956409;315268353;Sony Pictures;R;Action;3,70903944705882e+00;1990
2006-11-17;Happy Feet;85000000;198000317;385000317;Warner Bros.;PG;Adventure;4,52941549411765e+00;2000
2000-12-22;Cast Away;85000000;233632142;427230516;20th Century Fox;PG-13;Drama;5,02624136470588e+00;2000
2003-07-25;Seabiscuit;86000000;120277854;148715342;Universal;PG-13;Drama;1,72924816279070e+00;2000
2001-02-09;Hannibal;87000000;165092266;350100280;Other;R;Horror;4,02414114942529e+00;2000
2005-07-08;Fantastic Four;87500000;154696080;333132750;20th Century Fox;PG-13;Action;3,80723142857143e+00;2000
2005-06-03;Cinderella Man;88000000;61649911;105021488;Universal;PG-13;Drama;1,19342600000000e+00;2000
1996-05-10;Twister;88000000;241688385;495700000;Warner Bros.;PG-13;Action;5,63295454545455e+00;1990
2017-04-21;The Promise;90000000;8224288;10551417;Other;PG-13;Drama;1,17237966666667e-01;2010
2002-07-19;K-19: The Widowmaker;90000000;35168966;65716126;Paramount Pictures;PG-13;Action;7,30179177777778e-01;2000
1997-04-25;Volcano;90000000;47546796;120100000;20th Century Fox;PG-13;Action;1,33444444444444e+00;1990
2004-07-07;King Arthur;90000000;51877963;203877963;Other;PG-13;Adventure;2,26531070000000e+00;2000
1999-12-17;Bicentennial Man;90000000;58220776;87420776;Other;PG;Drama;9,71341955555556e-01;1990
2000-03-10;Mission to Mars;90000000;60874615;106000000;Other;PG;Adventure;1,17777777777778e+00;2000
1997-04-04;The Saint;90000000;61363304;169400000;Paramount Pictures;PG-13;Action;1,88222222222222e+00;1990
2001-11-21;Spy Game;90000000;62362560;143049560;Universal;R;Action;1,58943955555556e+00;2000
2013-08-07;Percy Jackson: Sea of Monsters;90000000;68559554;200859554;20th Century Fox;PG;Adventure;2,23177282222222e+00;2010
2000-08-04;Hollow Man;90000000;73209340;191200000;Sony Pictures;R;Horror;2,12444444444444e+00;2000
2003-11-26;The Haunted Mansion;90000000;75817994;155750628;Other;PG;Adventure;1,73056253333333e+00;2000
2001-06-29;Artificial Intelligence: AI;90000000;78616689;235900000;Warner Bros.;PG-13;Drama;2,62111111111111e+00;2000
2015-07-24;Pixels;90000000;78765986;244041804;Sony Pictures;PG-13;Adventure;2,71157560000000e+00;2010
2001-06-08;Atlantis: The Lost Empire;90000000;84052762;186049020;Other;PG;Adventure;2,06721133333333e+00;2000
1995-05-19;Die Hard: With a Vengeance;90000000;100012499;366101666;20th Century Fox;R;Action;4,06779628888889e+00;1990
2008-06-06;You Don't Mess With the Zohan;90000000;100018837;202910991;Sony Pictures;PG-13;Comedy;2,25456656666667e+00;2000
1997-07-11;Contact;90000000;100920329;165900000;Warner Bros.;PG;Drama;1,84333333333333e+00;1990
2008-08-13;Tropic Thunder;90000000;110515313;191145256;Paramount Pictures;R;Comedy;2,12383617777778e+00;2000
1998-06-19;Mulan;90000000;120620254;303500000;Other;G;Adventure;3,37222222222222e+00;1990
2000-11-03;Charlie's Angels;90000000;125305545;259736090;Sony Pictures;PG-13;Action;2,88595655555556e+00;2000
2006-10-06;The Departed;90000000;132384315;289660619;Warner Bros.;R;Drama;3,21845132222222e+00;2000
2011-04-15;Rio;90000000;143619809;487519809;20th Century Fox;G;Adventure;5,41688676666667e+00;2010
2009-07-01;Ice Age: Dawn of the Dinosaurs;90000000;196573705;859701857;20th Century Fox;PG;Adventure;9,55224285555555e+00;2000
2009-12-25;Sherlock Holmes;90000000;209028679;498438212;Warner Bros.;PG-13;Adventure;5,53820235555556e+00;2000
2001-08-03;Rush Hour 2;90000000;226164286;347425832;Other;PG-13;Action;3,86028702222222e+00;2000
1999-11-19;Toy Story 2;90000000;245852179;511358276;Other;G;Adventure;5,68175862222222e+00;1990
1997-07-01;Men in Black;90000000;250690539;587790539;Sony Pictures;PG-13;Adventure;6,53100598888889e+00;1990
2017-12-20;Jumanji: Welcome to the Jungle;90000000;404508916;961758540;Sony Pictures;PG-13;Adventure;1,06862060000000e+01;2010
2013-12-25;The Secret Life of Walter Mitty;91000000;58236838;187861183;20th Century Fox;PG;Adventure;2,06440860439560e+00;2010
1995-12-22;Cutthroat Island;92000000;10017322;18517322;Other;PG-13;Adventure;2,01275239130435e-01;1990
2013-02-14;A Good Day to Die Hard;92000000;67349198;304249198;20th Century Fox;R;Action;3,30705650000000e+00;2010
2004-11-05;The Incredibles;92000000;261441092;614726752;Other;PG;Adventure;6,68181252173913e+00;2000
2008-02-14;The Spiderwick Chronicles;92500000;71195053;162839667;Paramount Pictures;PG;Adventure;1,76042883243243e+00;2000
2011-08-05;Rise of the Planet of the Apes;93000000;176760185;482860185;20th Century Fox;PG-13;Adventure;5,19204500000000e+00;2010
2001-07-18;Jurassic Park III;93000000;181166115;365900000;Universal;PG-13;Action;3,93440860215054e+00;2000
2015-02-13;Kingsman: The Secret Service;94000000;128261724;404561724;20th Century Fox;R;Action;4,30384812765957e+00;2010
2001-06-15;Lara Croft: Tomb Raider;94000000;131144183;273330185;Paramount Pictures;PG-13;Adventure;2,90776792553191e+00;2000
2003-05-30;Finding Nemo;94000000;380529370;936429370;Other;G;Adventure;9,96201457446809e+00;2000
2015-02-06;Seventh Son;95000000;17725785;109485785;Universal;PG-13;Adventure;1,15248194736842e+00;2010
2009-12-11;The Lovely Bones;95000000;44114232;94894448;Paramount Pictures;PG-13;Drama;9,98888926315790e-01;2000
2000-03-31;The Road to El Dorado;95000000;50802661;65700000;Other;PG;Adventure;6,91578947368421e-01;2000
1997-05-09;The Fifth Element;95000000;63570862;263898761;Sony Pictures;PG-13;Action;2,77788169473684e+00;1990
2010-11-12;Unstoppable;95000000;81562942;165720921;20th Century Fox;PG-13;Action;1,74443074736842e+00;2010
2012-08-10;The Campaign;95000000;86907746;104907746;Warner Bros.;R;Comedy;1,10429206315789e+00;2010
2010-05-27;Sex and the City 2;95000000;95347692;294680778;Warner Bros.;R;Comedy;3,10190292631579e+00;2010
2001-12-28;Black Hawk Down;95000000;108638745;159691085;Sony Pictures;R;Action;1,68095878947368e+00;2000
2012-07-13;Ice Age: Continental Drift;95000000;161321843;879765137;20th Century Fox;PG;Adventure;9,26068565263158e+00;2010
2015-03-13;Cinderella;95000000;201151353;534551353;Other;PG;Drama;5,62685634736842e+00;2010
2017-05-19;Alien: Covenant;97000000;74262031;238521247;20th Century Fox;R;Horror;2,45898192783505e+00;2010
2002-12-20;Gangs of New York;97000000;77730500;183124621;Other;R;Drama;1,88788269072165e+00;2000
2001-05-04;The Mummy Returns;98000000;202007640;435040395;Universal;PG-13;Adventure;4,43918770408163e+00;2000
2015-11-06;The Peanuts Movie;99000000;130178411;250091610;20th Century Fox;G;Adventure;2,52617787878788e+00;2010
2012-01-20;Jin líng shí san chai;100000000;311434;98227017;Other;R;Drama;9,82270170000000e-01;2010
2002-08-16;The Adventures of Pluto Nash;100000000;4411102;7094995;Warner Bros.;PG-13;Comedy;7,09499500000000e-02;2000
2005-02-18;Son of the Mask;100000000;17018422;59918422;Other;PG;Adventure;5,99184220000000e-01;2000
2015-12-11;In the Heart of the Sea;100000000;25020758;89693309;Warner Bros.;PG-13;Adventure;8,96933090000000e-01;2010
2017-10-20;Geostorm;100000000;33700160;220800160;Warner Bros.;PG-13;Action;2,20800160000000e+00;2010
2010-03-12;Green Zone;100000000;35497337;97523020;Universal;R;Drama;9,75230200000000e-01;2010
2002-11-27;Treasure Planet;100000000;38120554;91800000;Other;PG;Adventure;9,18000000000000e-01;2000
2014-08-15;The Expendables 3;100000000;39322544;209461378;Other;PG-13;Action;2,09461378000000e+00;2010
2004-07-23;Catwoman;100000000;40202379;82145379;Warner Bros.;PG-13;Action;8,21453790000000e-01;2000
2009-06-05;Land of the Lost;100000000;49438370;69548641;Universal;PG-13;Comedy;6,95486410000000e-01;2000
1997-11-07;Starship Troopers;100000000;54768952;121100000;Sony Pictures;R;Action;1,21100000000000e+00;1990
2006-12-08;Blood Diamond;100000000;57377916;171377916;Warner Bros.;R;Action;1,71377916000000e+00;2000
2007-06-08;Surf's Up;100000000;58867694;145395745;Sony Pictures;PG;Adventure;1,45395745000000e+00;2000
2004-06-11;The Stepford Wives;100000000;59475623;96221971;Paramount Pictures;PG-13;Comedy;9,62219710000000e-01;2000
1999-11-24;End of Days;100000000;66889043;212026975;Universal;R;Action;2,12026975000000e+00;1990
2014-07-25;Hercules;100000000;72688614;243388614;Paramount Pictures;PG-13;Action;2,43388614000000e+00;2010
2006-12-15;Eragon;100000000;75030163;249488115;20th Century Fox;PG;Adventure;2,49488115000000e+00;2000
2009-10-16;Where the Wild Things Are;100000000;77233467;99123656;Warner Bros.;PG;Adventure;9,91236560000000e-01;2000
2012-08-17;The Expendables 2;100000000;85028192;311979256;Other;R;Action;3,11979256000000e+00;2010
2000-12-15;The Emperor's New Groove;100000000;89296573;169296573;Other;G;Adventure;1,69296573000000e+00;2000
1996-06-21;The Hunchback of Notre Dame;100000000;100138851;325500000;Other;G;Adventure;3,25500000000000e+00;1990
1996-06-21;Eraser;100000000;101295562;234400000;Warner Bros.;R;Action;2,34400000000000e+00;1990
2013-05-24;Epic;100000000;107518682;262794441;20th Century Fox;PG;Adventure;2,62794441000000e+00;2010
2010-08-06;The Other Guys;100000000;119219978;170936470;Sony Pictures;PG-13;Comedy;1,70936470000000e+00;2010
2009-09-18;Cloudy with a Chance of Meatballs;100000000;124870275;236827677;Sony Pictures;PG;Adventure;2,36827677000000e+00;2000
2007-11-02;American Gangster;100000000;130164645;267985456;Universal;R;Drama;2,67985456000000e+00;2000
1994-07-15;True Lies;100000000;146282411;365300000;20th Century Fox;R;Action;3,65300000000000e+00;1990
2010-12-22;Little Fockers;100000000;148438600;310650574;Universal;PG-13;Comedy;3,10650574000000e+00;2010
2004-11-19;National Treasure;100000000;173005002;331323410;Other;PG;Adventure;3,31323410000000e+00;2000
2001-07-27;Planet of the Apes;100000000;180011740;362211740;20th Century Fox;PG-13;Adventure;3,62211740000000e+00;2000
1995-06-16;Batman Forever;100000000;184031112;336529144;Warner Bros.;PG-13;Action;3,36529144000000e+00;1990
1991-07-02;Terminator 2: Judgment Day;100000000;203464105;515419827;Sony Pictures;R;Action;5,15419827000000e+00;1990
2012-10-26;Cloud Atlas;102000000;27108272;130673154;Warner Bros.;R;Drama;1,28110935294118e+00;2010
2002-06-21;Minority Report;102000000;132024714;358824714;20th Century Fox;PG-13;Action;3,51788935294118e+00;2000
2006-11-17;Casino Royale;102000000;167365000;594420283;Sony Pictures;PG-13;Action;5,82764983333333e+00;2000
2009-07-01;Public Enemies;102500000;97104620;212282709;Universal;R;Drama;2,07105081951220e+00;2000
